career,skills,source
AI Researcher,machine learning | pytorch | sql | computer vision,global_ai_jobs_dataset
.NET Developer,c# | .net framework | asp.net | razor | sql server | git | nunit basics | .net | unit testing,job_dataset
NLP Engineer,machine learning | deep learning | nlp | python,global_ai_jobs_dataset
Machine Learning Engineer,deep learning | python | tensorflow | nlp,global_ai_jobs_dataset
Machine Learning Engineer,data analysis | machine learning | statistics | computer vision,global_ai_jobs_dataset
MLOps Engineer,pytorch | data analysis | nlp | computer vision,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux expert | windows server | cloud expert (aws | azure | gcp) | docker | kubernetes | ci | cd pipelines (jenkins | github actions) | iac (terraform | ansible | puppet) | monitoring & logging (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | cdn | load balancing) | automation | distributed systems | security compliance | problem-solving | leadership | collaboration | communication | linux | aws | terraform | cd | monitoring,job_dataset
AI Researcher,python | sql | nlp | data analysis,global_ai_jobs_dataset
AI Engineer,nlp | sql | pytorch | deep learning,global_ai_jobs_dataset
Prompt Engineer,machine learning | nlp | computer vision | deep learning,global_ai_jobs_dataset
Data Engineer,sql | python | java basics | mongodb | hadoop basics | data structures | etl tools introduction | etl | data warehousing,job_dataset
Web Developer,javascript | angular | node.js | express.js | django | sql | redis | aws | docker | ci | cd | testing frameworks,job_dataset
AI Researcher,python | machine learning | data analysis | sql,global_ai_jobs_dataset
NLP Engineer,deep learning | computer vision | machine learning | data analysis,global_ai_jobs_dataset
NLP Engineer,statistics | data analysis | tensorflow | nlp,global_ai_jobs_dataset
Data Analyst,statistics | tensorflow | data analysis | pytorch,global_ai_jobs_dataset
Data Scientist,sql | machine learning | tensorflow | pytorch,global_ai_jobs_dataset
AI Researcher,machine learning | tensorflow | computer vision | nlp,global_ai_jobs_dataset
Machine Learning Engineer,tensorflow | data analysis | machine learning | deep learning,global_ai_jobs_dataset
Data Engineer,python | java basics | sql | postgresql | mongodb | hadoop basics | spark basics | etl fundamentals | aws basics | azure fundamentals | etl | big data | aws | hadoop | data engineering fundamentals,job_dataset
NLP Engineer,computer vision | sql | data analysis | deep learning,global_ai_jobs_dataset
.NET Developer,c# | vb.net basics | .net framework | .net core fundamentals | asp.net | mvc | html | css | javascript basics | sql server | entity framework basics | linq | visual studio | git | unit testing basics | .net | asp.net mvc | entity framework | unit testing,job_dataset
AI Engineer,data analysis | deep learning | pytorch | computer vision,global_ai_jobs_dataset
NLP Engineer,deep learning | statistics | machine learning | python,global_ai_jobs_dataset
Computer Vision Engineer,sql | nlp | deep learning | data analysis,global_ai_jobs_dataset
AI Engineer,deep learning | pytorch | statistics | machine learning,global_ai_jobs_dataset
Prompt Engineer,nlp | tensorflow | data analysis | python,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux | windows expert | cloud platforms (aws | azure | gcp) | docker | kubernetes expert | ci | cd pipelines (jenkins | github actions | bamboo) | iac (terraform | ansible | puppet | chef) | monitoring & logging (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems architecture | security compliance | problem-solving | leadership | collaboration | communication | kubernetes | aws | terraform | cd | monitoring | distributed systems,job_dataset
MLOps Engineer,machine learning | nlp | deep learning | pytorch,global_ai_jobs_dataset
Computer Vision Engineer,nlp | deep learning | data analysis | statistics,global_ai_jobs_dataset
MLOps Engineer,deep learning | data analysis | tensorflow | machine learning,global_ai_jobs_dataset
AI Product Manager,computer vision | statistics | tensorflow | machine learning,global_ai_jobs_dataset
Prompt Engineer,tensorflow | pytorch | python | nlp,global_ai_jobs_dataset
Web Developer,javascript | typescript | react | node.js | express.js | sql | mongodb | docker | kubernetes | graphql | rest apis,job_dataset
AI Engineer,nlp | python | data analysis | tensorflow,global_ai_jobs_dataset
Machine Learning Engineer,deep learning | sql | nlp | statistics,global_ai_jobs_dataset
Machine Learning Engineer,data analysis | computer vision | deep learning | pytorch,global_ai_jobs_dataset
Data Scientist,computer vision | python | deep learning | nlp,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | vue.js basics | node.js basics | git | mysql basics | rest apis | responsive design | vue.js | node.js | mysql,job_dataset
MLOps Engineer,machine learning | statistics | tensorflow | data analysis,global_ai_jobs_dataset
AI Researcher,python | tensorflow | sql | deep learning,global_ai_jobs_dataset
NLP Engineer,sql | tensorflow | pytorch | statistics,global_ai_jobs_dataset
Machine Learning Engineer,statistics | pytorch | deep learning | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,statistics | deep learning | python | sql,global_ai_jobs_dataset
Prompt Engineer,tensorflow | statistics | python | data analysis,global_ai_jobs_dataset
Data Analyst,statistics | python | data analysis | sql,global_ai_jobs_dataset
Data Scientist,machine learning | nlp | computer vision | sql,global_ai_jobs_dataset
AI Product Manager,python | nlp | computer vision | deep learning,global_ai_jobs_dataset
MLOps Engineer,pytorch | deep learning | python | tensorflow,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | vue.js basics | node.js basics | git | mysql basics | rest apis | responsive design | vue.js | node.js | mysql,job_dataset
Data Scientist,statistics | machine learning | tensorflow | sql,global_ai_jobs_dataset
Java Developer,junit | mockito | selenium | debugging | agile | java,job_dataset
NLP Engineer,statistics | pytorch | deep learning | nlp,global_ai_jobs_dataset
Data Scientist,computer vision | deep learning | python | data analysis,global_ai_jobs_dataset
Data Scientist,statistics | computer vision | sql | tensorflow,global_ai_jobs_dataset
AI Researcher,python | statistics | data analysis | machine learning,global_ai_jobs_dataset
Data Analyst,pytorch | statistics | data analysis | deep learning,global_ai_jobs_dataset
AI Researcher,computer vision | tensorflow | data analysis | sql,global_ai_jobs_dataset
MLOps Engineer,computer vision | python | statistics | sql,global_ai_jobs_dataset
Data Analyst,tensorflow | sql | nlp | deep learning,global_ai_jobs_dataset
MLOps Engineer,deep learning | pytorch | nlp | python,global_ai_jobs_dataset
AI Researcher,tensorflow | nlp | sql | computer vision,global_ai_jobs_dataset
Computer Vision Engineer,pytorch | data analysis | python | nlp,global_ai_jobs_dataset
Data Analyst,tensorflow | data analysis | nlp | deep learning,global_ai_jobs_dataset
AI Product Manager,python | data analysis | machine learning | deep learning,global_ai_jobs_dataset
Prompt Engineer,nlp | machine learning | statistics | deep learning,global_ai_jobs_dataset
Data Analyst,data analysis | nlp | sql | statistics,global_ai_jobs_dataset
Data Engineer,python | java | postgresql | mongodb | aws s3 basics | azure basics | hadoop fundamentals | analytical thinking | sql | aws | hadoop | etl fundamentals,job_dataset
Computer Vision Engineer,statistics | tensorflow | nlp | pytorch,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | data analysis | sql | python,global_ai_jobs_dataset
MLOps Engineer,tensorflow | data analysis | computer vision | deep learning,global_ai_jobs_dataset
.NET Developer,c# | vb.net | .net core basics | asp.net mvc | html | css | sql server | visual studio | .net,job_dataset
Prompt Engineer,nlp | data analysis | pytorch | sql,global_ai_jobs_dataset
Data Scientist,computer vision | deep learning | statistics | python,global_ai_jobs_dataset
Data Scientist,nlp | pytorch | machine learning | tensorflow,global_ai_jobs_dataset
Data Analyst,python | statistics | computer vision | data analysis,global_ai_jobs_dataset
Prompt Engineer,deep learning | machine learning | pytorch | data analysis,global_ai_jobs_dataset
Machine Learning Engineer,tensorflow | deep learning | data analysis | computer vision,global_ai_jobs_dataset
MLOps Engineer,computer vision | sql | machine learning | python,global_ai_jobs_dataset
AI Product Manager,computer vision | sql | tensorflow | nlp,global_ai_jobs_dataset
AI Researcher,computer vision | deep learning | pytorch | data analysis,global_ai_jobs_dataset
MLOps Engineer,computer vision | deep learning | machine learning | tensorflow,global_ai_jobs_dataset
Data Analyst,nlp | pytorch | data analysis | statistics,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum basics | hyperledger basics | corda basics | smart contracts basics | cryptography fundamentals | dapps fundamentals | git | truffle | remix ide | problem-solving | communication | teamwork | blockchain | ethereum | solidity | smart contracts | cryptography | dapps | hyperledger | corda,job_dataset
Data Scientist,pytorch | machine learning | deep learning | statistics,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | computer vision | nlp | python,global_ai_jobs_dataset
NLP Engineer,statistics | nlp | data analysis | tensorflow,global_ai_jobs_dataset
Computer Vision Engineer,sql | python | computer vision | machine learning,global_ai_jobs_dataset
AI Researcher,python | nlp | deep learning | tensorflow,global_ai_jobs_dataset
Data Analyst,statistics | tensorflow | pytorch | data analysis,global_ai_jobs_dataset
MLOps Engineer,python | machine learning | computer vision | statistics,global_ai_jobs_dataset
Prompt Engineer,computer vision | statistics | python | data analysis,global_ai_jobs_dataset
Game Developer,unity | c# | game design | physics simulation | 3d modeling | animation | shader programming | git | c++ | unreal engine | level design | audio design | multiplayer networking | performance optimization | ui design | particle systems | ai behavior | version control | asset pipeline | game analytics,it_jobs_required_skills
.NET Developer,c# | .net | asp.net | sql | rest api | entity framework | azure | git | microservices | docker | linq | wpf | blazor | signalr | unit testing | dependency injection | design patterns | ci | cd | kubernetes | grpc,it_jobs_required_skills
Prompt Engineer,sql | data analysis | statistics | pytorch,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | vue.js basics | node.js basics | git | mysql basics | rest apis | responsive design | vue.js | node.js | mysql,job_dataset
AI Product Manager,data analysis | computer vision | statistics | deep learning,global_ai_jobs_dataset
Data Analyst,deep learning | pytorch | tensorflow | data analysis,global_ai_jobs_dataset
Data Engineer,python | java | sql | spark | aws glue | snowflake | data modeling | airflow | kafka | aws,job_dataset
Computer Vision Engineer,machine learning | data analysis | computer vision | deep learning,global_ai_jobs_dataset
AI Product Manager,machine learning | deep learning | data analysis | pytorch,global_ai_jobs_dataset
MLOps Engineer,deep learning | nlp | statistics | pytorch,global_ai_jobs_dataset
NLP Engineer,nlp | pytorch | machine learning | computer vision,global_ai_jobs_dataset
Data Analyst,machine learning | data analysis | tensorflow | sql,global_ai_jobs_dataset
Machine Learning Engineer,tensorflow | python | statistics | sql,global_ai_jobs_dataset
AI Researcher,statistics | python | machine learning | deep learning,global_ai_jobs_dataset
Data Analyst,data analysis | sql | python | computer vision,global_ai_jobs_dataset
Machine Learning Engineer,python | deep learning | machine learning | statistics,global_ai_jobs_dataset
AI Researcher,sql | deep learning | statistics | python,global_ai_jobs_dataset
NLP Engineer,python | deep learning | pytorch | statistics,global_ai_jobs_dataset
Prompt Engineer,sql | nlp | python | statistics,global_ai_jobs_dataset
AI Researcher,python | data analysis | tensorflow | machine learning,global_ai_jobs_dataset
Data Scientist,nlp | computer vision | tensorflow | statistics,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | python | deep learning | nlp,global_ai_jobs_dataset
MLOps Engineer,statistics | data analysis | machine learning | sql,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger fabric | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain solutions | cloud integration | leadership | project management | innovation management | blockchain architecture | smart contract optimization | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | hyperledger | security audits,job_dataset
Web Developer,javascript | typescript | angular | node.js | express.js | sql | redis | docker | aws | ci | cd | testing with jest | enzyme | jest,job_dataset
MLOps Engineer,nlp | deep learning | statistics | machine learning,global_ai_jobs_dataset
Computer Vision Engineer,nlp | machine learning | tensorflow | python,global_ai_jobs_dataset
Prompt Engineer,computer vision | pytorch | sql | data analysis,global_ai_jobs_dataset
AI Researcher,deep learning | statistics | nlp | sql,global_ai_jobs_dataset
AI Product Manager,sql | nlp | machine learning | computer vision,global_ai_jobs_dataset
Prompt Engineer,nlp | deep learning | sql | computer vision,global_ai_jobs_dataset
Computer Vision Engineer,statistics | sql | deep learning | python,global_ai_jobs_dataset
.NET Developer,c# | asp.net core | webapi | grpc | sql server | azure | .net core,job_dataset
Data Analyst,pytorch | computer vision | deep learning | machine learning,global_ai_jobs_dataset
Java Developer,java apis | concurrency basics | jdbc | sql (mysql | postgresql) | servlets | jsp | html | css | javascript | java | sql | web development,job_dataset
Data Analyst,data analysis | tensorflow | nlp | computer vision,global_ai_jobs_dataset
Machine Learning Engineer,python | machine learning | data analysis | tensorflow,global_ai_jobs_dataset
NLP Engineer,python | machine learning | sql | pytorch,global_ai_jobs_dataset
AI Researcher,computer vision | tensorflow | deep learning | statistics,global_ai_jobs_dataset
AI Researcher,data analysis | deep learning | sql | machine learning,global_ai_jobs_dataset
MLOps Engineer,machine learning | deep learning | statistics | tensorflow,global_ai_jobs_dataset
AI Researcher,data analysis | statistics | computer vision | machine learning,global_ai_jobs_dataset
Data Analyst,computer vision | statistics | data analysis | deep learning,global_ai_jobs_dataset
Machine Learning Engineer,deep learning | data analysis | nlp | tensorflow,global_ai_jobs_dataset
.NET Developer,c# | .net framework | asp.net | razor | sql server | git | nunit basics | .net | unit testing,job_dataset
Data Analyst,machine learning | statistics | pytorch | python,global_ai_jobs_dataset
Data Analyst,python | computer vision | statistics | sql,global_ai_jobs_dataset
Data Analyst,computer vision | machine learning | statistics | data analysis,global_ai_jobs_dataset
AI Product Manager,data analysis | pytorch | statistics | tensorflow,global_ai_jobs_dataset
Prompt Engineer,nlp | machine learning | deep learning | statistics,global_ai_jobs_dataset
AI Product Manager,tensorflow | sql | machine learning | nlp,global_ai_jobs_dataset
AI Engineer,machine learning | computer vision | nlp | python,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | react basics | node.js basics | git | mongodb basics | rest apis | responsive design | react | node.js | mongodb,job_dataset
Computer Vision Engineer,statistics | python | tensorflow | machine learning,global_ai_jobs_dataset
AI Engineer,pytorch | machine learning | computer vision | statistics,global_ai_jobs_dataset
Prompt Engineer,nlp | sql | machine learning | python,global_ai_jobs_dataset
AI Researcher,pytorch | python | machine learning | data analysis,global_ai_jobs_dataset
AI Researcher,tensorflow | computer vision | data analysis | statistics,global_ai_jobs_dataset
Java Developer,core java | basic rest api knowledge | version control (git) | problem solving | java | rest apis | git,job_dataset
NLP Engineer,pytorch | computer vision | nlp | data analysis,global_ai_jobs_dataset
Data Engineer,python | java | sql | spark | kafka | aws redshift | azure data lake | airflow | aws,job_dataset
Computer Vision Engineer,sql | machine learning | nlp | deep learning,global_ai_jobs_dataset
Data Scientist,machine learning | statistics | sql | data analysis,global_ai_jobs_dataset
Data Analyst,sql | machine learning | data analysis | python,global_ai_jobs_dataset
MLOps Engineer,computer vision | data analysis | deep learning | nlp,global_ai_jobs_dataset
Game Developer,c++ advanced | c# advanced | python advanced | java advanced | unity expert | unreal engine expert | godot basics | gameplay systems development | ai programming | multiplayer networking | physics and collision handling | shader programming hlsl | glsl | performance optimization | cross-platform development | debugging and profiling | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer,job_dataset
Machine Learning Engineer,nlp | machine learning | data analysis | pytorch,global_ai_jobs_dataset
Machine Learning Engineer,nlp | sql | pytorch | statistics,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | sql | deep learning | python,global_ai_jobs_dataset
AI Engineer,statistics | computer vision | nlp | python,global_ai_jobs_dataset
AI Product Manager,machine learning | data analysis | sql | statistics,global_ai_jobs_dataset
Machine Learning Engineer,statistics | deep learning | machine learning | nlp,global_ai_jobs_dataset
Data Scientist,tensorflow | python | sql | data analysis,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum basics | hyperledger basics | corda basics | smart contracts | cryptography fundamentals | dapps basics | git | truffle | remix ide | problem-solving | teamwork | adaptability | blockchain | ethereum | solidity | cryptography | dapps | hyperledger | corda,job_dataset
Data Scientist,data analysis | machine learning | nlp | sql,global_ai_jobs_dataset
Data Analyst,deep learning | nlp | statistics | pytorch,global_ai_jobs_dataset
Computer Vision Engineer,tensorflow | machine learning | statistics | sql,global_ai_jobs_dataset
AI Researcher,statistics | data analysis | deep learning | pytorch,global_ai_jobs_dataset
MLOps Engineer,statistics | sql | tensorflow | nlp,global_ai_jobs_dataset
AI Engineer,python | data analysis | statistics | tensorflow,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux administration expert | windows server administration | aws | azure | gcp advanced | docker | kubernetes expert | ci | cd pipelines expert (jenkins | bamboo | github actions) | iac (terraform | ansible | puppet | chef) | monitoring and logging (prometheus | grafana | elk stack | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation and scripting | distributed systems design | security and compliance knowledge | problem-solving | leadership | collaboration | communication | time management | linux | kubernetes | terraform | cd | prometheus | automation,job_dataset
Data Scientist,data analysis | deep learning | tensorflow | sql,global_ai_jobs_dataset
Game Developer,unity | c# | game design | physics simulation | 3d modeling | animation | shader programming | git | c++ | unreal engine | level design | audio design | multiplayer networking | performance optimization | ui design | particle systems | ai behavior | version control | asset pipeline | game analytics,it_jobs_required_skills
MLOps Engineer,python | data analysis | nlp | sql,global_ai_jobs_dataset
Data Analyst,sql | statistics | nlp | python,global_ai_jobs_dataset
Data Engineer,python | scala basics | mysql | mongodb | airflow basics | linux | spark fundamentals | data modeling basics | etl | sql | airflow | data cleaning | spark basics,job_dataset
Data Analyst,deep learning | statistics | pytorch | machine learning,global_ai_jobs_dataset
AI Researcher,statistics | computer vision | pytorch | data analysis,global_ai_jobs_dataset
Machine Learning Engineer,pytorch | python | deep learning | sql,global_ai_jobs_dataset
Machine Learning Engineer,python | machine learning | tensorflow | statistics,global_ai_jobs_dataset
Computer Vision Engineer,nlp | sql | machine learning | statistics,global_ai_jobs_dataset
Data Scientist,machine learning | pytorch | tensorflow | deep learning,global_ai_jobs_dataset
AI Researcher,data analysis | pytorch | sql | computer vision,global_ai_jobs_dataset
Data Analyst,computer vision | machine learning | deep learning | sql,global_ai_jobs_dataset
NLP Engineer,nlp | python | data analysis | pytorch,global_ai_jobs_dataset
.NET Developer,c# | .net framework basics | asp.net | razor | html | css | javascript basics | sql server | entity framework basics | nunit basics | .net | asp.net mvc | entity framework | unit testing,job_dataset
Computer Vision Engineer,nlp | data analysis | machine learning | deep learning,global_ai_jobs_dataset
Data Analyst,tensorflow | pytorch | machine learning | nlp,global_ai_jobs_dataset
.NET Developer,c# | vb.net | .net core basics | asp.net mvc | html | css | sql server | visual studio | .net,job_dataset
Computer Vision Engineer,data analysis | nlp | machine learning | tensorflow,global_ai_jobs_dataset
Data Analyst,nlp | computer vision | sql | machine learning,global_ai_jobs_dataset
NLP Engineer,data analysis | statistics | machine learning | tensorflow,global_ai_jobs_dataset
AI Product Manager,python | statistics | pytorch | data analysis,global_ai_jobs_dataset
Data Scientist,computer vision | tensorflow | statistics | machine learning,global_ai_jobs_dataset
Data Scientist,python | pytorch | tensorflow | sql,global_ai_jobs_dataset
Prompt Engineer,data analysis | nlp | deep learning | sql,global_ai_jobs_dataset
Data Analyst,computer vision | nlp | deep learning | data analysis,global_ai_jobs_dataset
Data Engineer,java | python | sql | kafka | airflow | gcp bigquery | mongodb | data partitioning | bigquery,job_dataset
Data Analyst,nlp | deep learning | tensorflow | machine learning,global_ai_jobs_dataset
Computer Vision Engineer,python | nlp | computer vision | data analysis,global_ai_jobs_dataset
NLP Engineer,deep learning | machine learning | python | data analysis,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | python | tensorflow | sql,global_ai_jobs_dataset
Computer Vision Engineer,data analysis | computer vision | tensorflow | statistics,global_ai_jobs_dataset
Game Developer,unity | c# | game design | physics simulation | 3d modeling | animation | shader programming | git | c++ | unreal engine | level design | audio design | multiplayer networking | performance optimization | ui design | particle systems | ai behavior | version control | asset pipeline | game analytics,it_jobs_required_skills
MLOps Engineer,pytorch | statistics | nlp | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | python | statistics | tensorflow,global_ai_jobs_dataset
Prompt Engineer,data analysis | deep learning | machine learning | statistics,global_ai_jobs_dataset
AI Researcher,sql | statistics | python | nlp,global_ai_jobs_dataset
Data Scientist,machine learning | deep learning | tensorflow | statistics,global_ai_jobs_dataset
Ethical Hacker,python | c | c++ | javascript | bash | powershell scripting | network security expert | linux (kali | parrot) advanced | windows security and active directory | penetration testing | vulnerability assessment | web app security testing | metasploit | nmap | burp suite | sqlmap | cryptography | ssl | tls | malware analysis | risk assessment | leadership | analytical thinking | communication | ethical hacking | network security | linux | windows security,job_dataset
Web Developer,html5 | css3 | javascript | react basics | angular basics | node.js basics | php basics | git | github basics | mysql basics | mongodb basics | restful apis | ajax | responsive design | ui | ux fundamentals | react | angular | node.js | php,job_dataset
Computer Vision Engineer,computer vision | nlp | machine learning | pytorch,global_ai_jobs_dataset
Prompt Engineer,machine learning | computer vision | python | deep learning,global_ai_jobs_dataset
Data Analyst,python | data analysis | deep learning | pytorch,global_ai_jobs_dataset
Computer Vision Engineer,python | statistics | machine learning | tensorflow,global_ai_jobs_dataset
MLOps Engineer,deep learning | machine learning | tensorflow | python,global_ai_jobs_dataset
Data Analyst,deep learning | data analysis | nlp | python,global_ai_jobs_dataset
AI Product Manager,computer vision | sql | tensorflow | python,global_ai_jobs_dataset
Data Scientist,python | computer vision | nlp | data analysis,global_ai_jobs_dataset
Machine Learning Engineer,data analysis | pytorch | statistics | sql,global_ai_jobs_dataset
Data Scientist,computer vision | machine learning | python | sql,global_ai_jobs_dataset
NLP Engineer,computer vision | nlp | python | deep learning,global_ai_jobs_dataset
Data Scientist,deep learning | machine learning | nlp | statistics,global_ai_jobs_dataset
AI Product Manager,sql | data analysis | pytorch | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,sql | computer vision | statistics | data analysis,global_ai_jobs_dataset
Data Analyst,pytorch | data analysis | python | machine learning,global_ai_jobs_dataset
NLP Engineer,tensorflow | statistics | python | deep learning,global_ai_jobs_dataset
Prompt Engineer,python | deep learning | pytorch | statistics,global_ai_jobs_dataset
AI Researcher,statistics | deep learning | python | pytorch,global_ai_jobs_dataset
Prompt Engineer,python | computer vision | sql | deep learning,global_ai_jobs_dataset
Computer Vision Engineer,nlp | data analysis | pytorch | statistics,global_ai_jobs_dataset
NLP Engineer,sql | tensorflow | deep learning | computer vision,global_ai_jobs_dataset
Data Engineer,python | sql | apache spark | apache kafka | apache airflow | data pipelines | cloud | data warehousing | dbt | docker | git | linux | snowflake | nosql | hadoop | etl | pandas | scala | redshift | bigquery,it_jobs_required_skills
AI Researcher,python | data analysis | nlp | statistics,global_ai_jobs_dataset
Computer Vision Engineer,nlp | machine learning | data analysis | deep learning,global_ai_jobs_dataset
Computer Vision Engineer,statistics | nlp | python | sql,global_ai_jobs_dataset
Data Analyst,nlp | deep learning | computer vision | data analysis,global_ai_jobs_dataset
MLOps Engineer,machine learning | python | statistics | tensorflow,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract optimization | cryptography expert | scalable dapps | cross-chain interoperability | cloud integration | leadership | team management | innovation strategies | blockchain architecture | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
Prompt Engineer,sql | computer vision | machine learning | tensorflow,global_ai_jobs_dataset
Java Developer,java | spring boot | sql | rest api | microservices | git | maven | junit | docker | design patterns | hibernate | kafka | cloud | kubernetes | multithreading | spring security | redis | gradle | jpa | reactive programming,it_jobs_required_skills
Data Analyst,computer vision | pytorch | nlp | python,global_ai_jobs_dataset
Data Analyst,machine learning | python | pytorch | tensorflow,global_ai_jobs_dataset
Machine Learning Engineer,sql | pytorch | deep learning | computer vision,global_ai_jobs_dataset
Data Analyst,nlp | deep learning | statistics | data analysis,global_ai_jobs_dataset
Computer Vision Engineer,tensorflow | computer vision | nlp | data analysis,global_ai_jobs_dataset
NLP Engineer,nlp | data analysis | sql | tensorflow,global_ai_jobs_dataset
AI Engineer,machine learning | statistics | python | sql,global_ai_jobs_dataset
MLOps Engineer,machine learning | nlp | python | pytorch,global_ai_jobs_dataset
Data Analyst,statistics | deep learning | sql | nlp,global_ai_jobs_dataset
Data Scientist,deep learning | data analysis | tensorflow | machine learning,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract optimization | cryptography expert | scalable dapps | cross-chain interoperability | cloud integration | leadership | team management | innovation strategies | blockchain architecture | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
AI Researcher,pytorch | sql | nlp | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | computer vision | statistics | pytorch,global_ai_jobs_dataset
Data Scientist,computer vision | python | pytorch | tensorflow,global_ai_jobs_dataset
AI Researcher,deep learning | machine learning | statistics | computer vision,global_ai_jobs_dataset
.NET Developer,c# | .net core | asp.net mvc | blazor | angular | sql server | dapper,job_dataset
Web Developer,javascript | typescript | react | node.js | express.js | sql | mongodb | docker | kubernetes | graphql | rest apis,job_dataset
Game Developer,unity | c# | game design | physics simulation | 3d modeling | animation | shader programming | git | c++ | unreal engine | level design | audio design | multiplayer networking | performance optimization | ui design | particle systems | ai behavior | version control | asset pipeline | game analytics,it_jobs_required_skills
AI Product Manager,pytorch | deep learning | tensorflow | machine learning,global_ai_jobs_dataset
AI Researcher,data analysis | tensorflow | machine learning | pytorch,global_ai_jobs_dataset
MLOps Engineer,machine learning | data analysis | python | tensorflow,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | nlp | python | statistics,global_ai_jobs_dataset
MLOps Engineer,statistics | deep learning | tensorflow | machine learning,global_ai_jobs_dataset
MLOps Engineer,deep learning | sql | nlp | tensorflow,global_ai_jobs_dataset
AI Researcher,data analysis | computer vision | pytorch | python,global_ai_jobs_dataset
Data Scientist,statistics | deep learning | sql | machine learning,global_ai_jobs_dataset
Data Scientist,machine learning | pytorch | nlp | deep learning,global_ai_jobs_dataset
Java Developer,advanced java | spring boot | hibernate | rest apis | sql | java developer,job_dataset
Machine Learning Engineer,data analysis | sql | python | tensorflow,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | tensorflow | python | pytorch,global_ai_jobs_dataset
MLOps Engineer,statistics | nlp | machine learning | sql,global_ai_jobs_dataset
MLOps Engineer,computer vision | machine learning | nlp | data analysis,global_ai_jobs_dataset
AI Product Manager,nlp | statistics | tensorflow | computer vision,global_ai_jobs_dataset
AI Product Manager,statistics | computer vision | tensorflow | sql,global_ai_jobs_dataset
Java Developer,system design | microservices | spring boot | kubernetes | leadership | java,job_dataset
Data Scientist,deep learning | nlp | python | statistics,global_ai_jobs_dataset
Computer Vision Engineer,nlp | sql | python | data analysis,global_ai_jobs_dataset
Data Scientist,tensorflow | data analysis | sql | computer vision,global_ai_jobs_dataset
AI Product Manager,computer vision | nlp | statistics | deep learning,global_ai_jobs_dataset
Prompt Engineer,pytorch | computer vision | nlp | tensorflow,global_ai_jobs_dataset
Data Analyst,data analysis | python | computer vision | nlp,global_ai_jobs_dataset
Data Scientist,python | tensorflow | pytorch | computer vision,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux | windows administration | cloud platforms expert | docker | kubernetes | ci | cd pipelines | iac (terraform | ansible | puppet | chef) | monitoring & logging | networking | automation | distributed systems | security and compliance | problem-solving | leadership | collaboration | communication | aws | terraform | cd | monitoring,job_dataset
Data Analyst,tensorflow | computer vision | data analysis | machine learning,global_ai_jobs_dataset
MLOps Engineer,python | deep learning | nlp | data analysis,global_ai_jobs_dataset
Machine Learning Engineer,tensorflow | machine learning | data analysis | pytorch,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | react basics | node.js basics | git | mysql basics | rest apis | ajax | ui | ux fundamentals | react | node.js | mysql,job_dataset
Data Scientist,pytorch | statistics | tensorflow | nlp,global_ai_jobs_dataset
AI Product Manager,computer vision | nlp | deep learning | tensorflow,global_ai_jobs_dataset
Computer Vision Engineer,computer vision | python | machine learning | nlp,global_ai_jobs_dataset
