Candidate_ID,Career,Skills,Education,Experience_Level,Experience_Years,Certification,RIASEC_Realistic,RIASEC_Investigative,RIASEC_Artistic,RIASEC_Social,RIASEC_Enterprising,RIASEC_Conventional
C0168,Web Developer,"React, JavaScript, Git, CSS, Web Accessibility (WCAG), HTML, Django, Vue.js",MCA,Senior (6-10 yrs),8.5,None,1.64,3.96,3.23,2.03,2.77,2.96
C0169,Web Developer,"REST API Development, HTML, JavaScript, Web Accessibility (WCAG), PHP, Git, Bootstrap, Express.js, CSS, TypeScript, Angular, Django",MCA,Junior (1-3 yrs),2.1,None,1.79,2.89,3.4,1.73,2.58,2.85
C0170,Web Developer,"Git, CSS, TypeScript, JavaScript, Vue.js, GraphQL, React, Bootstrap, Angular, HTML",B.Tech Information Technology,Senior (6-10 yrs),9.6,None,1.95,3.84,3.33,1.77,3.1,3.75
C0171,Web Developer,"Angular, CSS, Git, TypeScript, JavaScript, HTML, Webpack, GraphQL",BCA,Mid-level (3-6 yrs),3.4,None,2.25,3.93,3.48,1.79,2.27,3.27
C0172,Web Developer,"Express.js, Django, REST API Development, MongoDB, Git, GraphQL, CSS, Responsive Design, HTML, JavaScript",BCA,Senior (6-10 yrs),7.9,freeCodeCamp Full Stack,1.87,3.14,3.65,2.36,3.08,3.26
C0173,Web Developer,"Angular, Express.js, JavaScript, Git, Webpack, MongoDB, PHP, HTML, CSS",B.E./B.Tech Computer Science Engineering,Mid-level (3-6 yrs),4.6,None,1.67,3.41,2.54,2.53,2.13,2.68
C0174,Web Developer,"Git, Angular, JavaScript, Web Accessibility (WCAG), GraphQL, CSS, MongoDB, HTML, TypeScript",MCA,Junior (1-3 yrs),1.4,None,1.76,3.14,3.02,2.22,2.66,3.11
C0175,Web Developer,"Git, CSS, SQL, React, JavaScript, REST API Development, HTML, TypeScript, Node.js, Webpack",BCA,Junior (1-3 yrs),1.8,None,1.41,4.04,3.45,1.59,2.18,3.71
C0176,Web Developer,"PHP, REST API Development, Bootstrap, CSS, React, Django, HTML, Git, Responsive Design, GraphQL, JavaScript, SQL",B.Tech Information Technology,Mid-level (3-6 yrs),4.8,Meta Front-End Developer Certificate,1.58,3.25,3.11,2.17,2.59,2.69
C0177,Web Developer,"React, Bootstrap, Git, Webpack, MongoDB, CSS, REST API Development, HTML, PHP, JavaScript, Vue.js, Node.js",B.Sc. Computer Science,Senior (6-10 yrs),8.4,Meta Front-End Developer Certificate,2.27,3.15,3.62,1.13,2.91,3.63
C0178,Web Developer,"Node.js, HTML, MongoDB, Git, PHP, Vue.js, CSS, Web Accessibility (WCAG), Responsive Design, GraphQL, JavaScript",B.Tech Information Technology,Senior (6-10 yrs),7.5,Meta Front-End Developer Certificate,2.28,3.65,3.71,1.67,3.05,2.62
C0179,Web Developer,"GraphQL, Web Accessibility (WCAG), JavaScript, Responsive Design, Bootstrap, Git, HTML, CSS, React",B.Sc. Computer Science,Senior (6-10 yrs),7.5,Meta Front-End Developer Certificate,1.66,3.2,3.62,1.83,2.84,2.73
C0180,Web Developer,"CSS, Express.js, JavaScript, Angular, Django, MongoDB, HTML, Git, Node.js, Vue.js, SQL, Web Accessibility (WCAG)",MCA,Junior (1-3 yrs),2.4,freeCodeCamp Full Stack,1.64,3.7,2.73,2.24,2.76,3.59
C0181,Web Developer,"HTML, CSS, Git, TypeScript, PHP, Express.js, Node.js, Web Accessibility (WCAG), Responsive Design, JavaScript, Webpack, MongoDB",B.Tech Information Technology,Entry-level (0-1 yrs / Fresher),0.7,None,2.0,2.64,3.59,2.28,2.96,2.4
C0182,Web Developer,"Git, GraphQL, Vue.js, Webpack, HTML, JavaScript, React, Angular, SQL, CSS, MongoDB, Web Accessibility (WCAG)",MCA,Mid-level (3-6 yrs),5.1,Meta Front-End Developer Certificate,2.5,3.35,2.93,1.67,2.97,3.66
C0183,Web Developer,"Django, Webpack, Responsive Design, React, CSS, GraphQL, Web Accessibility (WCAG), Git, Node.js, HTML, JavaScript, TypeScript",BCA,Senior (6-10 yrs),7.6,None,1.15,3.53,3.36,2.07,2.64,3.84
C0184,Web Developer,"SQL, CSS, Express.js, REST API Development, Web Accessibility (WCAG), Node.js, Git, JavaScript, PHP, HTML, Responsive Design, Bootstrap",BCA,Entry-level (0-1 yrs / Fresher),0.8,freeCodeCamp Full Stack,2.32,3.09,2.65,1.72,3.3,2.99
C0185,Web Developer,"CSS, Webpack, Django, Git, SQL, JavaScript, Bootstrap, Web Accessibility (WCAG), HTML",B.Tech Information Technology,Mid-level (3-6 yrs),4.2,freeCodeCamp Full Stack,1.74,3.59,3.35,1.74,3.3,3.43
C0186,Web Developer,"REST API Development, HTML, SQL, PHP, CSS, Web Accessibility (WCAG), TypeScript, JavaScript, Vue.js, Git",B.Tech Information Technology,Junior (1-3 yrs),2.7,None,1.9,4.35,3.39,1.68,2.84,2.9
C0187,Web Developer,"Django, Responsive Design, CSS, Web Accessibility (WCAG), JavaScript, Git, React, HTML",MCA,Junior (1-3 yrs),3.0,freeCodeCamp Full Stack,1.27,4.0,3.54,2.35,1.96,3.54
C0188,Web Developer,"Webpack, MongoDB, CSS, Bootstrap, PHP, HTML, Git, JavaScript",B.E./B.Tech Computer Science Engineering,Junior (1-3 yrs),1.8,Meta Front-End Developer Certificate,1.55,4.09,3.17,2.5,2.84,3.55
C0189,Web Developer,"MongoDB, Git, HTML, GraphQL, PHP, CSS, Node.js, JavaScript, SQL, Webpack, Vue.js, REST API Development",B.Tech Information Technology,Senior (6-10 yrs),9.4,None,2.42,4.4,3.63,2.58,3.01,3.52
C0190,Web Developer,"Webpack, Django, Responsive Design, GraphQL, Express.js, TypeScript, React, Git, HTML, JavaScript, CSS, SQL",BCA,Mid-level (3-6 yrs),4.1,freeCodeCamp Full Stack,1.57,3.94,2.84,2.49,2.39,2.78
C0191,Web Developer,"HTML, GraphQL, JavaScript, TypeScript, Webpack, Django, Git, REST API Development, Express.js, CSS, Web Accessibility (WCAG), SQL",MCA,Senior (6-10 yrs),9.4,Meta Front-End Developer Certificate,2.12,3.78,2.97,2.54,2.67,2.57
C0192,Web Developer,"GraphQL, Git, Web Accessibility (WCAG), TypeScript, CSS, HTML, Responsive Design, REST API Development, JavaScript, SQL, Django",B.E./B.Tech Computer Science Engineering,Junior (1-3 yrs),1.3,Meta Front-End Developer Certificate,2.58,4.13,3.07,2.02,2.86,2.62
C0193,Web Developer,"Node.js, Responsive Design, HTML, Vue.js, JavaScript, Git, Express.js, CSS",MCA,Junior (1-3 yrs),1.3,None,2.38,3.71,3.43,1.73,1.73,3.26
C0194,Web Developer,"PHP, Web Accessibility (WCAG), HTML, CSS, Vue.js, Git, JavaScript, TypeScript, SQL, GraphQL, Bootstrap, Django",BCA,Mid-level (3-6 yrs),4.2,None,1.8,3.61,3.51,1.29,2.55,3.47
C0195,Web Developer,"Web Accessibility (WCAG), Django, Express.js, CSS, JavaScript, Git, SQL, HTML",B.Tech Information Technology,Senior (6-10 yrs),9.5,None,1.61,3.75,3.17,1.6,2.57,3.32
C0196,Web Developer,"JavaScript, TypeScript, Git, Webpack, Bootstrap, HTML, CSS, Django, Express.js, Responsive Design, SQL",MCA,Senior (6-10 yrs),7.1,None,1.83,3.67,3.67,2.15,2.87,3.27
C0197,Web Developer,"GraphQL, Express.js, PHP, SQL, React, Node.js, Git, HTML, JavaScript, CSS",BCA,Senior (6-10 yrs),8.8,Meta Front-End Developer Certificate,1.43,4.27,3.33,1.96,2.82,2.95
C0198,Web Developer,"REST API Development, React, JavaScript, MongoDB, CSS, HTML, Node.js, Angular, Express.js, Bootstrap, Git",B.Sc. Computer Science,Junior (1-3 yrs),1.9,freeCodeCamp Full Stack,2.02,3.51,3.11,1.35,2.61,3.04
C0199,Web Developer,"Webpack, Angular, GraphQL, React, Responsive Design, JavaScript, CSS, HTML, Node.js, REST API Development, Git",B.E./B.Tech Computer Science Engineering,Entry-level (0-1 yrs / Fresher),0.6,None,1.71,3.39,3.24,1.7,2.19,3.1
C0200,Web Developer,"Git, HTML, REST API Development, React, Angular, Vue.js, TypeScript, Webpack, JavaScript, CSS",B.E./B.Tech Computer Science Engineering,Senior (6-10 yrs),7.4,None,1.8,3.71,3.06,1.51,2.35,2.98
C0201,Cloud Engineer,"Linux Administration, AWS, Docker, Load Balancing, CloudFormation, S3/Blob Storage, Serverless (Lambda), CloudWatch Monitoring, Auto Scaling, Cost Optimization, Cloud Architecture, Networking (VPC/Subnets)",MCA,Junior (1-3 yrs),2.8,Google Cloud Associate Engineer,1.75,3.61,1.49,1.42,2.92,3.6
C0202,Cloud Engineer,"S3/Blob Storage, Networking (VPC/Subnets), Linux Administration, Load Balancing, IAM and Cloud Security, Terraform, AWS, CI/CD Pipelines, Docker, Cloud Architecture, Cloud Migration, CloudFormation",MCA,Junior (1-3 yrs),1.2,None,1.43,3.49,1.51,1.71,2.94,4.11
C0203,Cloud Engineer,"Azure, Networking (VPC/Subnets), Cloud Architecture, Auto Scaling, Linux Administration, AWS, Kubernetes, Python/Bash Scripting",M.Tech Cloud Computing,Entry-level (0-1 yrs / Fresher),0.8,Google Cloud Associate Engineer,1.06,3.78,1.68,1.86,3.4,4.17
C0204,Cloud Engineer,"AWS, Kubernetes, Networking (VPC/Subnets), IAM and Cloud Security, Cloud Architecture, Load Balancing, Serverless (Lambda), Linux Administration",B.E./B.Tech Computer Science Engineering,Mid-level (3-6 yrs),5.0,None,1.88,3.74,1.77,2.37,3.18,3.9
C0205,Cloud Engineer,"AWS, IAM and Cloud Security, Cloud Architecture, Cloud Migration, Networking (VPC/Subnets), Auto Scaling, CloudWatch Monitoring, Load Balancing, Linux Administration, S3/Blob Storage, CloudFormation, Python/Bash Scripting",MCA,Entry-level (0-1 yrs / Fresher),0.7,Google Cloud Associate Engineer,1.3,3.63,1.94,1.99,3.21,3.97
C0206,Cloud Engineer,"Cloud Architecture, Azure, Cloud Migration, Cost Optimization, Linux Administration, CloudWatch Monitoring, AWS, Networking (VPC/Subnets), Load Balancing, Docker",M.Tech Cloud Computing,Mid-level (3-6 yrs),5.7,Microsoft Azure Fundamentals,1.78,4.63,1.94,2.22,3.87,3.38
C0207,Cloud Engineer,"Networking (VPC/Subnets), CI/CD Pipelines, Serverless (Lambda), Cost Optimization, Linux Administration, Cloud Migration, Terraform, AWS, S3/Blob Storage, Cloud Architecture",M.Tech Cloud Computing,Senior (6-10 yrs),7.7,AWS Certified Solutions Architect,1.9,3.69,1.29,1.56,3.99,3.75
C0208,Cloud Engineer,"Load Balancing, CloudWatch Monitoring, CI/CD Pipelines, Google Cloud Platform (GCP), Azure, AWS, Cloud Architecture, Linux Administration, CloudFormation, Docker, Networking (VPC/Subnets)",B.Tech Information Technology,Senior (6-10 yrs),7.2,None,1.92,4.19,1.0,2.1,3.0,3.61
C0209,Cloud Engineer,"Serverless (Lambda), Networking (VPC/Subnets), AWS, Cloud Architecture, Cloud Migration, Auto Scaling, CloudWatch Monitoring, Load Balancing, Cost Optimization, Terraform, Linux Administration",M.Tech Cloud Computing,Senior (6-10 yrs),7.3,AWS Certified Solutions Architect,2.01,4.17,1.43,2.19,2.97,4.18
C0210,Cloud Engineer,"CloudFormation, Linux Administration, Serverless (Lambda), CloudWatch Monitoring, S3/Blob Storage, Cloud Architecture, CI/CD Pipelines, AWS, Cloud Migration, Networking (VPC/Subnets)",B.E./B.Tech Computer Science Engineering,Entry-level (0-1 yrs / Fresher),0.2,Microsoft Azure Fundamentals,2.2,3.36,2.21,2.05,3.63,3.98
C0211,Cloud Engineer,"AWS, Cost Optimization, Load Balancing, Networking (VPC/Subnets), Kubernetes, Python/Bash Scripting, Cloud Architecture, Linux Administration",B.Tech Information Technology,Entry-level (0-1 yrs / Fresher),0.4,AWS Certified Solutions Architect,1.7,4.04,1.79,2.59,3.24,4.14
C0212,Cloud Engineer,"Terraform, Cloud Architecture, Linux Administration, Networking (VPC/Subnets), Docker, AWS, Python/Bash Scripting, IAM and Cloud Security",B.Tech Information Technology,Senior (6-10 yrs),8.0,AWS Certified Solutions Architect,2.08,3.64,1.46,1.9,3.63,4.69
C0213,Cloud Engineer,"CloudFormation, Linux Administration, Azure, Cloud Architecture, Kubernetes, Load Balancing, Serverless (Lambda), Docker, S3/Blob Storage, AWS, Networking (VPC/Subnets), IAM and Cloud Security",B.E./B.Tech Computer Science Engineering,Mid-level (3-6 yrs),5.6,AWS Certified Solutions Architect,2.62,3.56,1.66,2.36,3.13,3.84
C0214,Cloud Engineer,"Terraform, Linux Administration, AWS, Serverless (Lambda), Kubernetes, Docker, Cloud Architecture, Networking (VPC/Subnets), CI/CD Pipelines, IAM and Cloud Security, Auto Scaling",B.Tech Information Technology,Senior (6-10 yrs),10.0,Microsoft Azure Fundamentals,1.41,3.47,1.68,2.13,2.68,3.57
C0215,Cloud Engineer,"Cloud Architecture, Python/Bash Scripting, AWS, Azure, Cost Optimization, Networking (VPC/Subnets), Linux Administration, Terraform, CloudWatch Monitoring",B.E./B.Tech Computer Science Engineering,Junior (1-3 yrs),1.4,Google Cloud Associate Engineer,1.27,3.56,1.36,1.84,3.46,3.73
C0216,Cloud Engineer,"CloudFormation, Linux Administration, AWS, Docker, Load Balancing, Python/Bash Scripting, Cloud Architecture, Serverless (Lambda), CI/CD Pipelines, CloudWatch Monitoring, Networking (VPC/Subnets)",B.E./B.Tech Computer Science Engineering,Mid-level (3-6 yrs),5.9,Microsoft Azure Fundamentals,1.64,2.71,1.61,1.85,4.35,3.18
C0217,Cloud Engineer,"Cloud Architecture, Networking (VPC/Subnets), Azure, Kubernetes, Linux Administration, Serverless (Lambda), S3/Blob Storage, AWS, Python/Bash Scripting, Cost Optimization, CloudFormation, IAM and Cloud Security",MCA,Entry-level (0-1 yrs / Fresher),0.6,AWS Certified Solutions Architect,1.86,4.3,2.12,1.54,3.25,3.94
C0218,Cloud Engineer,"AWS, Networking (VPC/Subnets), Linux Administration, Load Balancing, Cost Optimization, Google Cloud Platform (GCP), Python/Bash Scripting, Serverless (Lambda), Cloud Architecture, Terraform",M.Tech Cloud Computing,Senior (6-10 yrs),6.1,None,1.17,3.56,1.73,2.42,3.3,4.31
C0219,Cloud Engineer,"AWS, Networking (VPC/Subnets), Auto Scaling, Cost Optimization, Linux Administration, Serverless (Lambda), Kubernetes, Cloud Architecture, Google Cloud Platform (GCP)",B.E./B.Tech Computer Science Engineering,Junior (1-3 yrs),2.8,Microsoft Azure Fundamentals,1.82,4.09,1.62,1.87,3.07,4.3
C0220,Cloud Engineer,"Python/Bash Scripting, Cloud Architecture, Networking (VPC/Subnets), CloudWatch Monitoring, Azure, Terraform, Linux Administration, Google Cloud Platform (GCP), AWS, CI/CD Pipelines, Kubernetes",B.Tech Information Technology,Junior (1-3 yrs),2.2,None,1.29,4.02,1.56,1.97,3.54,3.48
C0221,Cloud Engineer,"Cloud Architecture, Cost Optimization, Auto Scaling, Linux Administration, CloudWatch Monitoring, Terraform, CloudFormation, Azure, IAM and Cloud Security, Python/Bash Scripting, AWS, Networking (VPC/Subnets)",M.Tech Cloud Computing,Junior (1-3 yrs),2.9,Google Cloud Associate Engineer,1.86,3.83,1.48,2.37,3.19,3.8
C0222,Cloud Engineer,"Auto Scaling, Networking (VPC/Subnets), S3/Blob Storage, AWS, Terraform, Cloud Architecture, Docker, Linux Administration, CloudFormation, Serverless (Lambda), Google Cloud Platform (GCP)",MCA,Mid-level (3-6 yrs),4.3,Google Cloud Associate Engineer,1.67,4.42,1.0,1.36,2.95,3.39
C0223,Cloud Engineer,"Networking (VPC/Subnets), Terraform, S3/Blob Storage, Linux Administration, Docker, Kubernetes, Cloud Migration, CI/CD Pipelines, Cost Optimization, Cloud Architecture, AWS",M.Tech Cloud Computing,Mid-level (3-6 yrs),4.7,Microsoft Azure Fundamentals,1.97,3.92,1.46,2.69,3.13,4.14
C0224,Cloud Engineer,"Azure, Cloud Migration, Python/Bash Scripting, Linux Administration, Google Cloud Platform (GCP), CloudFormation, Cloud Architecture, Networking (VPC/Subnets), AWS, IAM and Cloud Security",B.Tech Information Technology,Senior (6-10 yrs),6.6,None,2.09,3.59,1.24,2.6,2.74,4.04
C0225,Cloud Engineer,"Azure, CI/CD Pipelines, Cost Optimization, CloudFormation, AWS, Networking (VPC/Subnets), Python/Bash Scripting, Cloud Architecture, Cloud Migration, S3/Blob Storage, Load Balancing, Linux Administration",MCA,Junior (1-3 yrs),2.2,Google Cloud Associate Engineer,1.6,3.57,2.01,2.08,3.01,3.71
C0226,Cloud Engineer,"Networking (VPC/Subnets), Load Balancing, Kubernetes, Terraform, Google Cloud Platform (GCP), CloudFormation, CI/CD Pipelines, Docker, Cloud Architecture, Linux Administration, AWS",MCA,Mid-level (3-6 yrs),5.3,Microsoft Azure Fundamentals,1.72,3.72,2.08,1.95,3.57,3.69
C0227,Cloud Engineer,"Linux Administration, IAM and Cloud Security, Load Balancing, Auto Scaling, Cost Optimization, Networking (VPC/Subnets), AWS, Cloud Architecture",B.E./B.Tech Computer Science Engineering,Entry-level (0-1 yrs / Fresher),0.5,Google Cloud Associate Engineer,2.37,3.99,1.42,1.79,3.4,4.01
C0228,Cloud Engineer,"Linux Administration, Docker, Serverless (Lambda), Cloud Migration, Networking (VPC/Subnets), CI/CD Pipelines, S3/Blob Storage, Terraform, Google Cloud Platform (GCP), AWS, Cloud Architecture, Python/Bash Scripting",M.Tech Cloud Computing,Junior (1-3 yrs),1.3,Google Cloud Associate Engineer,1.42,3.66,1.4,2.07,2.71,3.81
C0229,Cloud Engineer,"AWS, IAM and Cloud Security, Networking (VPC/Subnets), Linux Administration, Cloud Migration, Azure, Cloud Architecture, Google Cloud Platform (GCP)",M.Tech Cloud Computing,Mid-level (3-6 yrs),5.5,AWS Certified Solutions Architect,2.36,3.79,1.39,2.05,3.65,2.87
C0230,Cloud Engineer,"AWS, Serverless (Lambda), Python/Bash Scripting, Docker, Cloud Architecture, Auto Scaling, Cloud Migration, Kubernetes, Networking (VPC/Subnets), Cost Optimization, Linux Administration",MCA,Entry-level (0-1 yrs / Fresher),0.1,AWS Certified Solutions Architect,1.44,4.26,1.93,2.6,3.13,3.57
C0231,Cloud Engineer,"CloudWatch Monitoring, S3/Blob Storage, Linux Administration, Cost Optimization, AWS, Cloud Migration, Networking (VPC/Subnets), Cloud Architecture",MCA,Senior (6-10 yrs),7.0,Microsoft Azure Fundamentals,1.0,3.58,1.33,2.24,3.51,3.21
C0232,Cloud Engineer,"Cost Optimization, Terraform, Load Balancing, Linux Administration, AWS, Python/Bash Scripting, Networking (VPC/Subnets), Google Cloud Platform (GCP), Cloud Architecture, Kubernetes, S3/Blob Storage",MCA,Entry-level (0-1 yrs / Fresher),0.6,None,1.43,4.41,1.86,2.11,3.64,4.1
C0233,Cloud Engineer,"Cloud Architecture, Networking (VPC/Subnets), AWS, Terraform, Python/Bash Scripting, Serverless (Lambda), Linux Administration, Docker",M.Tech Cloud Computing,Mid-level (3-6 yrs),4.7,Google Cloud Associate Engineer,2.52,3.44,1.42,1.13,3.83,3.67
C0234,Cloud Engineer,"CloudFormation, Docker, Networking (VPC/Subnets), Linux Administration, Load Balancing, Cost Optimization, Terraform, Cloud Migration, Cloud Architecture, CloudWatch Monitoring, Azure, AWS",M.Tech Cloud Computing,Senior (6-10 yrs),7.6,None,1.13,3.74,1.34,2.04,2.62,4.3
C0235,Cloud Engineer,"Terraform, Docker, CloudWatch Monitoring, Cost Optimization, Azure, Linux Administration, S3/Blob Storage, Python/Bash Scripting, Networking (VPC/Subnets), AWS, Cloud Architecture",MCA,Senior (6-10 yrs),8.5,None,1.19,3.87,1.24,2.12,3.51,4.2
C0236,Cloud Engineer,"Docker, Cloud Architecture, Cost Optimization, Kubernetes, Networking (VPC/Subnets), Linux Administration, S3/Blob Storage, IAM and Cloud Security, AWS, CloudWatch Monitoring, Load Balancing, Auto Scaling",B.E./B.Tech Computer Science Engineering,Junior (1-3 yrs),2.5,Google Cloud Associate Engineer,1.54,3.94,1.73,1.89,2.65,3.81
C0237,Cloud Engineer,"CloudFormation, Cloud Architecture, Networking (VPC/Subnets), S3/Blob Storage, CI/CD Pipelines, Azure, Linux Administration, AWS",MCA,Mid-level (3-6 yrs),5.9,Google Cloud Associate Engineer,1.67,4.0,2.19,1.69,3.23,3.19
C0238,Cloud Engineer,"Linux Administration, Terraform, Cloud Architecture, Auto Scaling, S3/Blob Storage, Networking (VPC/Subnets), CI/CD Pipelines, AWS",B.E./B.Tech Computer Science Engineering,Junior (1-3 yrs),2.0,Google Cloud Associate Engineer,1.69,4.45,1.55,2.3,3.27,3.16
C0239,Cloud Engineer,"S3/Blob Storage, CloudWatch Monitoring, Kubernetes, Linux Administration, Serverless (Lambda), Docker, CloudFormation, Cloud Architecture, Python/Bash Scripting, AWS, Terraform, Networking (VPC/Subnets)",B.Tech Information Technology,Senior (6-10 yrs),8.9,Microsoft Azure Fundamentals,1.86,4.53,1.28,2.47,3.31,3.5
C0240,Cloud Engineer,"Networking (VPC/Subnets), AWS, Cloud Architecture, Auto Scaling, Serverless (Lambda), IAM and Cloud Security, Docker, Linux Administration, CloudWatch Monitoring",MCA,Entry-level (0-1 yrs / Fresher),0.3,None,1.44,4.14,1.0,1.81,3.7,3.98
C0241,DevOps Engineer,"Prometheus and Grafana, CI/CD Pipelines, Git, Configuration Management, Linux Administration, AWS/Azure, GitHub Actions, ELK Stack (Log Management), Docker, Security Automation",B.Tech Information Technology,Mid-level (3-6 yrs),5.0,Docker Certified Associate,1.98,3.75,1.75,2.11,2.79,4.06
C0242,DevOps Engineer,"Version Control Workflows, Linux Administration, Git, AWS/Azure, ELK Stack (Log Management), Terraform, Load Balancing, Jenkins, Docker, Container Orchestration, CI/CD Pipelines",B.E./B.Tech Computer Science Engineering,Junior (1-3 yrs),1.8,Docker Certified Associate,2.49,3.32,1.59,2.55,3.73,3.58
C0243,DevOps Engineer,"AWS/Azure, Load Balancing, Prometheus and Grafana, ELK Stack (Log Management), Linux Administration, CI/CD Pipelines, Configuration Management, Security Automation, Docker, Git",MCA,Mid-level (3-6 yrs),3.5,Certified Kubernetes Administrator (CKA),1.08,3.75,1.41,1.94,2.98,3.81
C0244,DevOps Engineer,"Python, Git, Kubernetes, GitHub Actions, ELK Stack (Log Management), Linux Administration, Configuration Management, Shell Scripting, AWS/Azure, Docker, CI/CD Pipelines",B.E./B.Tech Computer Science Engineering,Senior (6-10 yrs),7.1,None,2.43,3.4,1.0,2.01,2.77,3.83
C0245,DevOps Engineer,"Shell Scripting, Linux Administration, Docker, Git, Jenkins, Python, CI/CD Pipelines, Load Balancing",M.Tech Software Engineering,Entry-level (0-1 yrs / Fresher),0.6,Certified Kubernetes Administrator (CKA),1.48,4.29,1.19,2.75,3.22,3.47
C0246,DevOps Engineer,"Jenkins, Shell Scripting, Docker, Git, CI/CD Pipelines, Configuration Management, Infrastructure as Code, Prometheus and Grafana, Linux Administration",M.Tech Software Engineering,Junior (1-3 yrs),1.3,Docker Certified Associate,3.32,3.91,1.63,2.5,3.35,3.25
C0247,DevOps Engineer,"Security Automation, Git, CI/CD Pipelines, Load Balancing, ELK Stack (Log Management), Container Orchestration, Jenkins, Prometheus and Grafana, Linux Administration, Docker, Version Control Workflows",B.Tech Information Technology,Senior (6-10 yrs),8.6,None,2.46,3.39,1.63,2.68,3.76,3.85
C0248,DevOps Engineer,"Git, Python, Linux Administration, CI/CD Pipelines, Security Automation, GitHub Actions, Terraform, Ansible, Kubernetes, Docker",MCA,Senior (6-10 yrs),7.3,Docker Certified Associate,1.55,4.63,1.63,2.22,3.27,3.93
C0249,DevOps Engineer,"Prometheus and Grafana, Linux Administration, ELK Stack (Log Management), Shell Scripting, CI/CD Pipelines, AWS/Azure, Docker, Ansible, Git, Load Balancing",B.Tech Information Technology,Entry-level (0-1 yrs / Fresher),0.9,Certified Kubernetes Administrator (CKA),2.25,3.71,2.09,2.41,3.51,3.53
C0250,DevOps Engineer,"Python, Terraform, Version Control Workflows, Configuration Management, Infrastructure as Code, Docker, AWS/Azure, CI/CD Pipelines, Git, Linux Administration, Ansible",MCA,Senior (6-10 yrs),6.0,Docker Certified Associate,2.42,4.8,2.15,2.02,3.97,2.91
C0251,DevOps Engineer,"Jenkins, Version Control Workflows, Terraform, Python, CI/CD Pipelines, ELK Stack (Log Management), AWS/Azure, Security Automation, Configuration Management, Git, Docker, Linux Administration",MCA,Junior (1-3 yrs),1.9,None,1.38,3.14,1.42,2.15,3.67,3.96
C0252,DevOps Engineer,"Python, Docker, CI/CD Pipelines, ELK Stack (Log Management), Git, Infrastructure as Code, Jenkins, Kubernetes, Linux Administration",B.Tech Information Technology,Entry-level (0-1 yrs / Fresher),0.3,Certified Kubernetes Administrator (CKA),2.03,4.11,1.86,2.9,3.67,4.04
C0253,DevOps Engineer,"Security Automation, CI/CD Pipelines, Ansible, Terraform, Git, Linux Administration, Docker, GitHub Actions",MCA,Mid-level (3-6 yrs),3.6,Docker Certified Associate,2.51,3.8,1.56,2.29,2.79,3.89
C0254,DevOps Engineer,"Ansible, Docker, AWS/Azure, Container Orchestration, Python, GitHub Actions, CI/CD Pipelines, Linux Administration, Git, Configuration Management",M.Tech Software Engineering,Mid-level (3-6 yrs),3.0,None,1.97,3.4,1.35,2.57,3.62,3.46
C0255,DevOps Engineer,"Docker, Security Automation, Git, Shell Scripting, Version Control Workflows, Jenkins, Linux Administration, CI/CD Pipelines, Python",M.Tech Software Engineering,Senior (6-10 yrs),7.0,Certified Kubernetes Administrator (CKA),1.86,3.32,1.68,2.47,3.3,5.0
C0256,DevOps Engineer,"Linux Administration, Git, Docker, CI/CD Pipelines, Configuration Management, Version Control Workflows, AWS/Azure, Ansible",B.Tech Information Technology,Senior (6-10 yrs),6.7,None,1.56,3.25,2.16,2.1,2.74,4.21
C0257,DevOps Engineer,"Shell Scripting, Terraform, Linux Administration, ELK Stack (Log Management), Git, Container Orchestration, Kubernetes, CI/CD Pipelines, AWS/Azure, GitHub Actions, Docker, Infrastructure as Code",MCA,Senior (6-10 yrs),8.5,None,1.61,4.13,1.46,1.61,3.23,3.58
C0258,DevOps Engineer,"Configuration Management, CI/CD Pipelines, Docker, Version Control Workflows, Python, Kubernetes, Git, Infrastructure as Code, GitHub Actions, Linux Administration",B.E./B.Tech Computer Science Engineering,Mid-level (3-6 yrs),4.0,None,1.25,3.69,1.12,2.19,3.59,3.04
C0259,DevOps Engineer,"Kubernetes, Load Balancing, Linux Administration, Terraform, ELK Stack (Log Management), CI/CD Pipelines, Version Control Workflows, Git, Configuration Management, Python, Docker",B.Tech Information Technology,Senior (6-10 yrs),6.6,Docker Certified Associate,1.44,3.63,1.32,3.12,2.99,3.75
C0260,DevOps Engineer,"Configuration Management, AWS/Azure, Python, Git, Security Automation, Jenkins, Load Balancing, CI/CD Pipelines, Docker, Linux Administration",MCA,Senior (6-10 yrs),8.4,None,1.5,3.84,1.87,1.9,3.27,3.52
C0261,DevOps Engineer,"ELK Stack (Log Management), Linux Administration, CI/CD Pipelines, Ansible, Security Automation, Docker, Prometheus and Grafana, Git, Jenkins, GitHub Actions",B.Tech Information Technology,Junior (1-3 yrs),1.5,Certified Kubernetes Administrator (CKA),2.52,3.68,1.24,2.24,3.37,4.4
C0262,DevOps Engineer,"Prometheus and Grafana, Git, Container Orchestration, Python, Ansible, Linux Administration, CI/CD Pipelines, Docker, Load Balancing, Infrastructure as Code",B.Tech Information Technology,Entry-level (0-1 yrs / Fresher),1.0,None,1.8,3.43,2.44,1.46,3.23,2.52
