O*NET-SOC Code,Career,Essential_Skills,Software_Skills,Job_Description,Education_Level,Experience_Level,Realistic,Investigative,Artistic,Social,Enterprising,Conventional,Combined_Text
29-1141.03,Critical Care Nurses,"Monitoring, Reading Comprehension, Active Listening, Speaking, Critical Thinking, Active Learning, Writing, Science, Learning Strategies, Mathematics","Allscripts Professional EHR, American Association of Critical Care Nurses AACN Medicopeia, Amkai AmkaiCharts, Bizmatics PrognoCIS EMR, Cerner Millennium, ChartWare EMR, e-MDs software, eClinicalWorks EHR software, Epic Systems, GE Healthcare Centricity EMR, Google Drive, MEDITECH Healthcare Information System HCIS, MEDITECH software, Medscribbler Enterprise, MicroFour PracticeStudio.NET EMR, Microsoft Office software, Microsoft SharePoint, NextGen Healthcare Information Systems EMR, Oracle Taleo, PEPID RN Critical Care RNCC",Provide specialized nursing care for patients in critical or coronary care units.,8.3325,9.090909090909092,3.91,5.02,1.7,5.56,2.2,4.23,"Career: Critical Care Nurses Skills: Monitoring, Reading Comprehension, Active Listening, Speaking, Critical Thinking, Active Learning, Writing, Science, Learning Strategies, Mathematics Software: Allscripts Professional EHR, American Association of Critical Care Nurses AACN Medicopeia, Amkai AmkaiCharts, Bizmatics PrognoCIS EMR, Cerner Millennium, ChartWare EMR, e-MDs software, eClinicalWorks EHR software, Epic Systems, GE Healthcare Centricity EMR, Google Drive, MEDITECH Healthcare Information System HCIS, MEDITECH software, Medscribbler Enterprise, MicroFour PracticeStudio.NET EMR, Microsoft Office software, Microsoft SharePoint, NextGen Healthcare Information Systems EMR, Oracle Taleo, PEPID RN Critical Care RNCC Description: Provide specialized nursing care for patients in critical or coronary care units."
29-1141.04,Clinical Nurse Specialists,"Speaking, Reading Comprehension, Critical Thinking, Active Learning, Monitoring, Active Listening, Writing, Learning Strategies, Science, Mathematics","Allscripts Professional EHR, Amkai AmkaiCharts, Bizmatics PrognoCIS EMR, Cerner Millennium, ChartWare EMR, e-MDs software, eClinicalWorks EHR software, Email software, GE Healthcare Centricity EMR, Medscribbler Enterprise, MicroFour PracticeStudio.NET EMR, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, NextGen Healthcare Information Systems EMR, Online medical databases, SOAPware EMR, StatCom Patient Flow Logistics Enterprise Suite","Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards.",8.3325,9.09,2.34,4.86,1.81,6.23,3.69,4.04,"Career: Clinical Nurse Specialists Skills: Speaking, Reading Comprehension, Critical Thinking, Active Learning, Monitoring, Active Listening, Writing, Learning Strategies, Science, Mathematics Software: Allscripts Professional EHR, Amkai AmkaiCharts, Bizmatics PrognoCIS EMR, Cerner Millennium, ChartWare EMR, e-MDs software, eClinicalWorks EHR software, Email software, GE Healthcare Centricity EMR, Medscribbler Enterprise, MicroFour PracticeStudio.NET EMR, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, NextGen Healthcare Information Systems EMR, Online medical databases, SOAPware EMR, StatCom Patient Flow Logistics Enterprise Suite Description: Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards."
29-1151.00,Nurse Anesthetists,"Reading Comprehension, Critical Thinking, Active Listening, Speaking, Active Learning, Monitoring, Science, Writing, Learning Strategies, Mathematics","AetherPalm InfusiCalc, Allscripts Professional EHR, Amkai AmkaiCharts, Bizmatics PrognoCIS EMR, Cerner Millennium, ChartWare EMR, Drug database software, e-MDs software, eClinicalWorks EHR software, EDImis Anesthesia Manager, Epic Systems, GE Healthcare Centricity EMR, MEDITECH software, Medscribbler Enterprise, MicroFour PracticeStudio.NET EMR, Microsoft Word, NextGen Healthcare Information Systems EMR, Patient management software, Skyscape AnesthesiaDrugs, SOAPware EMR","Administer anesthesia, monitor patient's vital signs, and oversee patient recovery from anesthesia. May assist anesthesiologists, surgeons, other physicians, or dentists. Must be registered nurses who have specialized graduate education.",8.333333333333334,9.091818181818182,4.78,5.06,1.0,5.35,1.96,4.15,"Career: Nurse Anesthetists Skills: Reading Comprehension, Critical Thinking, Active Listening, Speaking, Active Learning, Monitoring, Science, Writing, Learning Strategies, Mathematics Software: AetherPalm InfusiCalc, Allscripts Professional EHR, Amkai AmkaiCharts, Bizmatics PrognoCIS EMR, Cerner Millennium, ChartWare EMR, Drug database software, e-MDs software, eClinicalWorks EHR software, EDImis Anesthesia Manager, Epic Systems, GE Healthcare Centricity EMR, MEDITECH software, Medscribbler Enterprise, MicroFour PracticeStudio.NET EMR, Microsoft Word, NextGen Healthcare Information Systems EMR, Patient management software, Skyscape AnesthesiaDrugs, SOAPware EMR Description: Administer anesthesia, monitor patient's vital signs, and oversee patient recovery from anesthesia. May assist anesthesiologists, surgeons, other physicians, or dentists. Must be registered nurses who have specialized graduate education."
29-1161.00,Nurse Midwives,"Active Listening, Speaking, Critical Thinking, Reading Comprehension, Active Learning, Monitoring, Writing, Learning Strategies, Science, Mathematics","Acrendo Medical Software Ob/Gyn EMR, Allscripts Professional EHR, Amkai AmkaiCharts, Bizmatics PrognoCIS EMR, Cerner Millennium, ChartWare EMR, digiChart OB-GYN, e-MDs software, eClinicalWorks EHR software, Epic Systems, GE Healthcare Centricity EMR, Greenway Medical Technologies PrimeSUITE, Medscribbler Enterprise, MicroFour PracticeStudio.NET EMR, Microsoft Excel, Microsoft Office software, NextGen Healthcare Information Systems EMR, Practice Partner Total Practice Partner, Prognosis Innovation Healthcare ChartAccess, SOAPware EMR","Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education.",8.332500000000001,9.090000000000002,3.24,4.25,1.94,5.96,2.97,3.4,"Career: Nurse Midwives Skills: Active Listening, Speaking, Critical Thinking, Reading Comprehension, Active Learning, Monitoring, Writing, Learning Strategies, Science, Mathematics Software: Acrendo Medical Software Ob/Gyn EMR, Allscripts Professional EHR, Amkai AmkaiCharts, Bizmatics PrognoCIS EMR, Cerner Millennium, ChartWare EMR, digiChart OB-GYN, e-MDs software, eClinicalWorks EHR software, Epic Systems, GE Healthcare Centricity EMR, Greenway Medical Technologies PrimeSUITE, Medscribbler Enterprise, MicroFour PracticeStudio.NET EMR, Microsoft Excel, Microsoft Office software, NextGen Healthcare Information Systems EMR, Practice Partner Total Practice Partner, Prognosis Innovation Healthcare ChartAccess, SOAPware EMR Description: Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education."
29-1171.00,Nurse Practitioners,"Reading Comprehension, Active Listening, Critical Thinking, Writing, Speaking, Active Learning, Monitoring, Science, Learning Strategies, Mathematics","Allscripts Professional EHR, Amkai AmkaiCharts, Bizmatics PrognoCIS EMR, Cerner Millennium, e-MDs software, eClinicalWorks EHR software, Epic Systems, GE Healthcare Centricity EMR, Healthcare common procedure coding system HCPCS, Medical condition coding software, Medical procedure coding software, MEDITECH software, Medscribbler Enterprise, MicroFour PracticeStudio.NET EMR, Microsoft Access, Microsoft Excel, Microsoft Internet Explorer, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint","Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",8.334166666666667,9.090909090909092,3.56,5.54,1.38,5.52,2.07,4.06,"Career: Nurse Practitioners Skills: Reading Comprehension, Active Listening, Critical Thinking, Writing, Speaking, Active Learning, Monitoring, Science, Learning Strategies, Mathematics Software: Allscripts Professional EHR, Amkai AmkaiCharts, Bizmatics PrognoCIS EMR, Cerner Millennium, e-MDs software, eClinicalWorks EHR software, Epic Systems, GE Healthcare Centricity EMR, Healthcare common procedure coding system HCPCS, Medical condition coding software, Medical procedure coding software, MEDITECH software, Medscribbler Enterprise, MicroFour PracticeStudio.NET EMR, Microsoft Access, Microsoft Excel, Microsoft Internet Explorer, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint Description: Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education."
29-1181.00,Audiologists,"Reading Comprehension, Active Listening, Writing, Speaking, Critical Thinking, Active Learning, Monitoring, Learning Strategies, Science, Mathematics","Abacus Data Solutions HearWare, Bio-logic Systems HINT Pro, Chart Links, Computers Unlimited TIMS for Audiology, Ear measurement software, Ear Works, eClinicalWorks EHR software, Epic Systems, Etymotic Research QuickSIN, GN Otometrics CHARTR EP, Healthcare common procedure coding system HCPCS, HearForm Software HearForm, Hearing aid fitting software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Patient management software, Practice management software PMS",Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,8.333333333333334,9.090909090909092,3.98,5.93,2.18,5.92,1.81,3.97,"Career: Audiologists Skills: Reading Comprehension, Active Listening, Writing, Speaking, Critical Thinking, Active Learning, Monitoring, Learning Strategies, Science, Mathematics Software: Abacus Data Solutions HearWare, Bio-logic Systems HINT Pro, Chart Links, Computers Unlimited TIMS for Audiology, Ear measurement software, Ear Works, eClinicalWorks EHR software, Epic Systems, Etymotic Research QuickSIN, GN Otometrics CHARTR EP, Healthcare common procedure coding system HCPCS, HearForm Software HearForm, Hearing aid fitting software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Patient management software, Practice management software PMS Description: Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems."
29-1211.00,Anesthesiologists,"Critical Thinking, Active Listening, Monitoring, Reading Comprehension, Writing, Science, Speaking, Active Learning, Learning Strategies, Mathematics","AetherPalm InfusiCalc, Anesthesia machine software, AtStaff Physician Scheduler, Drug database software, EDImis Anesthesia Manager, Electronic medical record EMR software, Epic Systems, Healthpac Medical Billing, Medical calculator software, MEDITECH software, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Skyscape 5-Minute Clinical Consult, Skyscape AnesthesiaDrugs, Web browser software","Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",8.333333333333334,9.091818181818182,5.18,5.73,1.17,5.25,2.5,3.69,"Career: Anesthesiologists Skills: Critical Thinking, Active Listening, Monitoring, Reading Comprehension, Writing, Science, Speaking, Active Learning, Learning Strategies, Mathematics Software: AetherPalm InfusiCalc, Anesthesia machine software, AtStaff Physician Scheduler, Drug database software, EDImis Anesthesia Manager, Electronic medical record EMR software, Epic Systems, Healthpac Medical Billing, Medical calculator software, MEDITECH software, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Skyscape 5-Minute Clinical Consult, Skyscape AnesthesiaDrugs, Web browser software Description: Administer anesthetics and analgesics for pain management prior to, during, or after surgery."
29-1213.00,Dermatologists,"Critical Thinking, Active Listening, Reading Comprehension, Speaking, Active Learning, Science, Writing, Monitoring, Learning Strategies, Mathematics","Allscripts PM, athenahealth athenaCollector, Automatic Data Processing AdvancedMD EHR, Benchmark Systems Benchmark Clinical EHR, Bizmatics PrognoCIS EMR, Calendar software, CareCloud Central, Cerner PowerWorks Practice Management, Cisco Webex, doc2MD, eClinicalWorks EHR software, Email software, Encite Dermatology Electronic Health Records EHR Software, Epic Practice Management, GalacTek ECLIPSE, GE Healthcare Centricity Practice Solution, Greenway Medical Technologies PrimeSUITE, HealthFusion MediTouch, IOS Health Systems Medios EHR, Kareo Practice Management","Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",8.333333333333334,9.091818181818182,4.81,6.44,1.87,4.65,1.77,3.83,"Career: Dermatologists Skills: Critical Thinking, Active Listening, Reading Comprehension, Speaking, Active Learning, Science, Writing, Monitoring, Learning Strategies, Mathematics Software: Allscripts PM, athenahealth athenaCollector, Automatic Data Processing AdvancedMD EHR, Benchmark Systems Benchmark Clinical EHR, Bizmatics PrognoCIS EMR, Calendar software, CareCloud Central, Cerner PowerWorks Practice Management, Cisco Webex, doc2MD, eClinicalWorks EHR software, Email software, Encite Dermatology Electronic Health Records EHR Software, Epic Practice Management, GalacTek ECLIPSE, GE Healthcare Centricity Practice Solution, Greenway Medical Technologies PrimeSUITE, HealthFusion MediTouch, IOS Health Systems Medios EHR, Kareo Practice Management Description: Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions."
29-1214.00,Emergency Medicine Physicians,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Writing, Monitoring, Active Learning, Learning Strategies, Science, Mathematics","Epic Systems, MEDITECH software","Make immediate medical decisions and act to prevent death or further disability. Provide immediate recognition, evaluation, care, stabilization, and disposition of patients. May direct emergency medical staff in an emergency department.",8.333333333333334,9.090909090909092,4.15,5.64,1.0,5.6,2.68,4.22,"Career: Emergency Medicine Physicians Skills: Active Listening, Critical Thinking, Reading Comprehension, Speaking, Writing, Monitoring, Active Learning, Learning Strategies, Science, Mathematics Software: Epic Systems, MEDITECH software Description: Make immediate medical decisions and act to prevent death or further disability. Provide immediate recognition, evaluation, care, stabilization, and disposition of patients. May direct emergency medical staff in an emergency department."
29-1215.00,Family Medicine Physicians,"Critical Thinking, Reading Comprehension, Active Listening, Writing, Speaking, Active Learning, Monitoring, Science, Learning Strategies, Mathematics","Acrendo Medical Software Family Practice EMR, Allscripts Professional EHR, Billing software, Brickell Research Brickell Medical Office, ChartWare EMR, e-MDs software, e-MDs topsE&M Coder, eClinicalWorks EHR software, Email software, Epic Systems, Epocrates, Greenway Health PrimeSuite, Med Math, MedcomSoft Record, Medical procedure coding software, Medical reference software, MEDITECH software, Microsoft Excel, Microsoft Office software, Misys Healthcare Systems Mysis Tiger","Diagnose, treat, and provide preventive care to individuals and families across the lifespan. May refer patients to specialists when needed for further diagnosis or treatment.",8.332500000000001,9.091818181818182,3.75,6.08,1.45,6.21,2.34,3.95,"Career: Family Medicine Physicians Skills: Critical Thinking, Reading Comprehension, Active Listening, Writing, Speaking, Active Learning, Monitoring, Science, Learning Strategies, Mathematics Software: Acrendo Medical Software Family Practice EMR, Allscripts Professional EHR, Billing software, Brickell Research Brickell Medical Office, ChartWare EMR, e-MDs software, e-MDs topsE&M Coder, eClinicalWorks EHR software, Email software, Epic Systems, Epocrates, Greenway Health PrimeSuite, Med Math, MedcomSoft Record, Medical procedure coding software, Medical reference software, MEDITECH software, Microsoft Excel, Microsoft Office software, Misys Healthcare Systems Mysis Tiger Description: Diagnose, treat, and provide preventive care to individuals and families across the lifespan. May refer patients to specialists when needed for further diagnosis or treatment."
29-1216.00,General Internal Medicine Physicians,"Reading Comprehension, Active Listening, Writing, Speaking, Science, Critical Thinking, Active Learning, Monitoring, Learning Strategies, Mathematics","Allscripts Professional EHR, Billing software, Brickell Research Brickell Medical Office, ChartWare EMR, e-MDs software, e-MDs topsE&M Coder, eClinicalWorks EHR software, Email software, Epic Systems, Epocrates, GE Healthcare Centricity EMR, Greenway Health PrimeSuite, Med Math, MedcomSoft Record, Medical reference software, MEDITECH software, MicroFocus GroupWise, Microsoft Excel, Microsoft Internet Explorer, Microsoft Office software","Diagnose and provide nonsurgical treatment for a wide range of diseases and injuries of internal organ systems. Provide care mainly for adults and adolescents, and are based primarily in an outpatient care setting.",8.333333333333334,9.090909090909092,4.43,6.81,1.44,6.08,2.1,3.63,"Career: General Internal Medicine Physicians Skills: Reading Comprehension, Active Listening, Writing, Speaking, Science, Critical Thinking, Active Learning, Monitoring, Learning Strategies, Mathematics Software: Allscripts Professional EHR, Billing software, Brickell Research Brickell Medical Office, ChartWare EMR, e-MDs software, e-MDs topsE&M Coder, eClinicalWorks EHR software, Email software, Epic Systems, Epocrates, GE Healthcare Centricity EMR, Greenway Health PrimeSuite, Med Math, MedcomSoft Record, Medical reference software, MEDITECH software, MicroFocus GroupWise, Microsoft Excel, Microsoft Internet Explorer, Microsoft Office software Description: Diagnose and provide nonsurgical treatment for a wide range of diseases and injuries of internal organ systems. Provide care mainly for adults and adolescents, and are based primarily in an outpatient care setting."
29-1217.00,Neurologists,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Writing, Monitoring, Science, Active Learning, Learning Strategies, Mathematics","Allscripts PM, athenahealth athenaCollector, Automatic Data Processing AdvancedMD EHR, Benchmark Systems Benchmark Clinical EHR, Bizmatics PrognoCIS EMR, CareCloud Central, Cerner PowerWorks Practice Management, e-MDs software, eClinicalWorks EHR software, Email software, Epic Practice Management, Epic Systems, GalacTek ECLIPSE, GE Healthcare Centricity Practice Solution, Greenway Medical Technologies PrimeSUITE, HealthFusion MediTouch, IOS Health Systems Medios EHR, Kareo Practice Management, McKesson Practice Plus, Microsoft Excel","Diagnose, manage, and treat disorders and diseases of the brain, spinal cord, and peripheral nerves, with a primarily nonsurgical focus.",8.334166666666667,9.090909090909092,4.1,7.0,2.08,5.02,2.39,3.69,"Career: Neurologists Skills: Active Listening, Reading Comprehension, Speaking, Critical Thinking, Writing, Monitoring, Science, Active Learning, Learning Strategies, Mathematics Software: Allscripts PM, athenahealth athenaCollector, Automatic Data Processing AdvancedMD EHR, Benchmark Systems Benchmark Clinical EHR, Bizmatics PrognoCIS EMR, CareCloud Central, Cerner PowerWorks Practice Management, e-MDs software, eClinicalWorks EHR software, Email software, Epic Practice Management, Epic Systems, GalacTek ECLIPSE, GE Healthcare Centricity Practice Solution, Greenway Medical Technologies PrimeSUITE, HealthFusion MediTouch, IOS Health Systems Medios EHR, Kareo Practice Management, McKesson Practice Plus, Microsoft Excel Description: Diagnose, manage, and treat disorders and diseases of the brain, spinal cord, and peripheral nerves, with a primarily nonsurgical focus."
29-1218.00,Obstetricians and Gynecologists,"Critical Thinking, Reading Comprehension, Active Listening, Active Learning, Writing, Speaking, Monitoring, Science, Learning Strategies, Mathematics","Acrendo Medical Software Ob/Gyn EMR, Allscripts Professional EHR, Alteer Premiere, AS Software AS-OBGYN, Bizmatics PrognoCIS EMR, ChartWare EMR, Computer Systems Company R4 ACERT, digiChart OB-GYN, e-MDs software, eClinicalWorks EHR software, Email software, Epic Systems, Greenway Medical Technologies PrimeSUITE, MedcomSoft Record, Medical procedure coding software, MEDITECH software, Microsoft Excel, Microsoft Office software, Practice Partner Total Practice Partner, Scheduling software","Provide medical care related to pregnancy or childbirth. Diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general care to women. May perform both medical and gynecological surgery functions.",8.333333333333334,9.090909090909092,4.59,5.5,1.45,5.45,2.74,3.72,"Career: Obstetricians and Gynecologists Skills: Critical Thinking, Reading Comprehension, Active Listening, Active Learning, Writing, Speaking, Monitoring, Science, Learning Strategies, Mathematics Software: Acrendo Medical Software Ob/Gyn EMR, Allscripts Professional EHR, Alteer Premiere, AS Software AS-OBGYN, Bizmatics PrognoCIS EMR, ChartWare EMR, Computer Systems Company R4 ACERT, digiChart OB-GYN, e-MDs software, eClinicalWorks EHR software, Email software, Epic Systems, Greenway Medical Technologies PrimeSUITE, MedcomSoft Record, Medical procedure coding software, MEDITECH software, Microsoft Excel, Microsoft Office software, Practice Partner Total Practice Partner, Scheduling software Description: Provide medical care related to pregnancy or childbirth. Diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general care to women. May perform both medical and gynecological surgery functions."
29-1221.00,"Pediatricians, General","Speaking, Critical Thinking, Reading Comprehension, Active Listening, Writing, Science, Active Learning, Monitoring, Learning Strategies, Mathematics","Advanced Data Systems MedicsDocAssistant for Pediatrics, Allscripts Professional EHR, ChartWare EMR, Drug reference software, e-MDs software, e-MedRecords CompuKID, eClinicalWorks EHR software, Email software, EMR Experts Pediatric EMR, Epic Systems, Epic Systems software, MedcomSoft Record, Medical information databases, MEDITECH software, Microsoft Access, Patient electronic medical record EMR software, Scheduling software, SOAPware EMR, StatCoder.com STAT E&M Coder, Web browser software","Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed.",8.333333333333334,9.091818181818182,3.64,6.18,1.88,6.64,2.54,3.58,"Career: Pediatricians, General Skills: Speaking, Critical Thinking, Reading Comprehension, Active Listening, Writing, Science, Active Learning, Monitoring, Learning Strategies, Mathematics Software: Advanced Data Systems MedicsDocAssistant for Pediatrics, Allscripts Professional EHR, ChartWare EMR, Drug reference software, e-MDs software, e-MedRecords CompuKID, eClinicalWorks EHR software, Email software, EMR Experts Pediatric EMR, Epic Systems, Epic Systems software, MedcomSoft Record, Medical information databases, MEDITECH software, Microsoft Access, Patient electronic medical record EMR software, Scheduling software, SOAPware EMR, StatCoder.com STAT E&M Coder, Web browser software Description: Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed."
29-1222.00,"Physicians, Pathologists","Reading Comprehension, Writing, Critical Thinking, Active Listening, Science, Active Learning, Speaking, Monitoring, Learning Strategies, Mathematics","Accounts receivables system software, Anatomic pathology software, Antek HealthWare LabDAQ, Aspyra CyberLAB, Aspyra CyberPATH, Blood Bank Computer Systems Blood Bank Control System, Blood bank information systems, Cerner CoPathPlus, Cerner Millennium PathNet, Cerner Millennium PathNet Blood Bank Transfusion, Cerner Millennium ProFit, Clinical Information Systems CISLab CPS, Clinical Software Solutions CLIN1 Suite, ClinLab LIS, ComBase, Comp Pro Med Polytech, Computer Service and Support AR 2000 Laboratory Billing System, Computer Trust WinSurge, Cortex Medical Management Systems Cortex Medical Billing, Cortex Medical Management Systems The Gold Standard","Diagnose diseases and conduct lab tests using organs, body tissues, and fluids. Includes medical examiners.",8.333333333333334,9.090909090909092,4.86,7.0,1.36,3.6,1.76,4.72,"Career: Physicians, Pathologists Skills: Reading Comprehension, Writing, Critical Thinking, Active Listening, Science, Active Learning, Speaking, Monitoring, Learning Strategies, Mathematics Software: Accounts receivables system software, Anatomic pathology software, Antek HealthWare LabDAQ, Aspyra CyberLAB, Aspyra CyberPATH, Blood Bank Computer Systems Blood Bank Control System, Blood bank information systems, Cerner CoPathPlus, Cerner Millennium PathNet, Cerner Millennium PathNet Blood Bank Transfusion, Cerner Millennium ProFit, Clinical Information Systems CISLab CPS, Clinical Software Solutions CLIN1 Suite, ClinLab LIS, ComBase, Comp Pro Med Polytech, Computer Service and Support AR 2000 Laboratory Billing System, Computer Trust WinSurge, Cortex Medical Management Systems Cortex Medical Billing, Cortex Medical Management Systems The Gold Standard Description: Diagnose diseases and conduct lab tests using organs, body tissues, and fluids. Includes medical examiners."
29-1223.00,Psychiatrists,"Active Listening, Speaking, Critical Thinking, Reading Comprehension, Writing, Active Learning, Monitoring, Science, Learning Strategies, Mathematics","ADL Data Systems OptimumClinicals Electronic Health Record, Advantage Software Psych Advantage, Allscripts Sunrise, Blumenthal Software PBSW24, Cerner ProFile, Computer Assisted Diagnostic Interview CADI software, eClinicalWorks EHR software, Electronic medical record EMR software, Epic EpicCare Inpatient Clinical System, Epic Systems, FifthWalk BillingTracker Pro, GE Healthcare Centricity EMR, ICANotes, Integrated Systems Management OmniMD, MDofficeManager MediVoxx, MEDITECH Behavioral Health Clinicals, MEDITECH software, Microsoft Excel, Microsoft Office software, Microsoft Outlook","Diagnose, treat, and help prevent mental disorders.",8.334166666666667,9.090909090909092,2.3,6.59,2.65,5.83,1.95,3.6,"Career: Psychiatrists Skills: Active Listening, Speaking, Critical Thinking, Reading Comprehension, Writing, Active Learning, Monitoring, Science, Learning Strategies, Mathematics Software: ADL Data Systems OptimumClinicals Electronic Health Record, Advantage Software Psych Advantage, Allscripts Sunrise, Blumenthal Software PBSW24, Cerner ProFile, Computer Assisted Diagnostic Interview CADI software, eClinicalWorks EHR software, Electronic medical record EMR software, Epic EpicCare Inpatient Clinical System, Epic Systems, FifthWalk BillingTracker Pro, GE Healthcare Centricity EMR, ICANotes, Integrated Systems Management OmniMD, MDofficeManager MediVoxx, MEDITECH Behavioral Health Clinicals, MEDITECH software, Microsoft Excel, Microsoft Office software, Microsoft Outlook Description: Diagnose, treat, and help prevent mental disorders."
29-1224.00,Radiologists,"Reading Comprehension, Active Listening, Speaking, Writing, Critical Thinking, Monitoring, Active Learning, Science, Learning Strategies, Mathematics","ACOM Solutions RAPID EMR, Advanced Data Systems MedicsRis, Allscripts PM, Allscripts Professional EHR, Alteer Office, athenahealth athenaCollector, Automatic Data Processing AdvancedMD EHR, Avreo Radiology Workflow Solutions, Benchmark Systems Benchmark Clinical EHR, Bizmatics PrognoCIS EMR, CareCloud Central, Cerner PowerWorks Practice Management, Computer aided image analysis software, Digital image processing software, Digital Imaging Communications in Medicine DICOM medical imaging software, eClinicalWorks EHR software, Email software, Epic Practice Management, Epic Systems, Fujifilm Synapse","Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests.",8.333333333333334,9.090909090909092,4.89,6.62,1.37,3.85,2.17,4.47,"Career: Radiologists Skills: Reading Comprehension, Active Listening, Speaking, Writing, Critical Thinking, Monitoring, Active Learning, Science, Learning Strategies, Mathematics Software: ACOM Solutions RAPID EMR, Advanced Data Systems MedicsRis, Allscripts PM, Allscripts Professional EHR, Alteer Office, athenahealth athenaCollector, Automatic Data Processing AdvancedMD EHR, Avreo Radiology Workflow Solutions, Benchmark Systems Benchmark Clinical EHR, Bizmatics PrognoCIS EMR, CareCloud Central, Cerner PowerWorks Practice Management, Computer aided image analysis software, Digital image processing software, Digital Imaging Communications in Medicine DICOM medical imaging software, eClinicalWorks EHR software, Email software, Epic Practice Management, Epic Systems, Fujifilm Synapse Description: Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests."
29-1229.01,Allergists and Immunologists,"Reading Comprehension, Active Listening, Writing, Critical Thinking, Speaking, Active Learning, Monitoring, Science, Learning Strategies, Mathematics","Allscripts PM, athenahealth athenaCollector, Automatic Data Processing AdvancedMD EHR, Benchmark Systems Benchmark Clinical EHR, Bizmatics PrognoCIS EMR, CareCloud Central, Cerner PowerWorks Practice Management, Crowell Systems Medformix, eClinicalWorks EHR software, Electronic Medical Records and Electronic Health Records Software IMS for Allergists, Email software, Epic Practice Management, FlowJo, GalacTek ECLIPSE, GE Healthcare Centricity Practice Solution, GraphPad Software GraphPad Prism, Greenway Medical Technologies PrimeSUITE, HealthFusion MediTouch, IOS Health Systems Medios EHR, Kareo Practice Management","Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system.",8.333333333333334,9.091818181818182,3.84,6.95,1.85,5.3,2.2,3.67,"Career: Allergists and Immunologists Skills: Reading Comprehension, Active Listening, Writing, Critical Thinking, Speaking, Active Learning, Monitoring, Science, Learning Strategies, Mathematics Software: Allscripts PM, athenahealth athenaCollector, Automatic Data Processing AdvancedMD EHR, Benchmark Systems Benchmark Clinical EHR, Bizmatics PrognoCIS EMR, CareCloud Central, Cerner PowerWorks Practice Management, Crowell Systems Medformix, eClinicalWorks EHR software, Electronic Medical Records and Electronic Health Records Software IMS for Allergists, Email software, Epic Practice Management, FlowJo, GalacTek ECLIPSE, GE Healthcare Centricity Practice Solution, GraphPad Software GraphPad Prism, Greenway Medical Technologies PrimeSUITE, HealthFusion MediTouch, IOS Health Systems Medios EHR, Kareo Practice Management Description: Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system."
